archetype,worker,handle,label,time,type
0,0,,"worker_started",17553921435600,0
0,0,0,"Simulated Job (7ms)",17553921441700,4
0,0,0,"Simulated Job (7ms)",17553943406000,5
0,0,24,"Simulated Job (6ms)",17553943415100,4
0,0,24,"Simulated Job (6ms)",17553959639500,5
0,0,48,"Simulated Job (17ms)",17553959648200,4
0,0,48,"Simulated Job (17ms)",17553990193000,5
0,0,72,"Simulated Job (16ms)",17553990213000,4
0,0,72,"Simulated Job (16ms)",17554021561600,5
0,0,96,"Simulated Job (4ms)",17554021568100,4
0,0,96,"Simulated Job (4ms)",17554036446700,5
0,0,120,"Simulated Job (8ms)",17554036454400,4
0,0,120,"Simulated Job (8ms)",17554051845800,5
0,0,144,"Simulated Job (19ms)",17554051849000,4
0,0,144,"Simulated Job (19ms)",17554081821600,5
0,0,168,"Simulated Job (15ms)",17554081827200,4
0,0,168,"Simulated Job (15ms)",17554097421100,5
0,0,,"worker_sleeping",17554097432700,2
0,0,,"worker_awake",17554129565100,3
0,0,,"worker_exited",17554129573200,1
0,1,,"worker_started",17553921577300,0
0,1,1,"Simulated Job (7ms)",17553921583400,4
0,1,1,"Simulated Job (7ms)",17553943421900,5
0,1,25,"Simulated Job (9ms)",17553943431000,4
0,1,25,"Simulated Job (9ms)",17553959559600,5
0,1,49,"Simulated Job (15ms)",17553959569400,4
0,1,49,"Simulated Job (15ms)",17553975165900,5
0,1,73,"Simulated Job (14ms)",17553975173500,4
0,1,73,"Simulated Job (14ms)",17553990133300,5
0,1,97,"Simulated Job (8ms)",17553990167700,4
0,1,97,"Simulated Job (8ms)",17554006270500,5
0,1,121,"Simulated Job (5ms)",17554006291400,4
0,1,121,"Simulated Job (5ms)",17554021524800,5
0,1,145,"Simulated Job (20ms)",17554021531000,4
0,1,145,"Simulated Job (20ms)",17554051666900,5
0,1,169,"Simulated Job (5ms)",17554051677600,4
0,1,169,"Simulated Job (5ms)",17554066791800,5
0,1,,"worker_sleeping",17554066795700,2
0,1,,"worker_awake",17554129573000,3
0,1,,"worker_exited",17554129579000,1
0,2,,"worker_started",17553921734200,0
0,2,2,"Simulated Job (11ms)",17553921739600,4
0,2,2,"Simulated Job (11ms)",17553943662600,5
0,2,26,"Simulated Job (10ms)",17553943666700,4
0,2,26,"Simulated Job (10ms)",17553959489000,5
0,2,50,"Simulated Job (7ms)",17553959501600,4
0,2,50,"Simulated Job (7ms)",17553975214700,5
0,2,74,"Simulated Job (6ms)",17553975222900,4
0,2,74,"Simulated Job (6ms)",17553990321500,5
0,2,98,"Simulated Job (20ms)",17553990327500,4
0,2,98,"Simulated Job (20ms)",17554021509700,5
0,2,122,"Simulated Job (6ms)",17554021515900,4
0,2,122,"Simulated Job (6ms)",17554036522700,5
0,2,146,"Simulated Job (3ms)",17554036535200,4
0,2,146,"Simulated Job (3ms)",17554051882000,5
0,2,170,"Simulated Job (2ms)",17554051885400,4
0,2,170,"Simulated Job (2ms)",17554066733200,5
0,2,,"worker_sleeping",17554066742000,2
0,2,,"worker_awake",17554129571000,3
0,2,,"worker_exited",17554129578300,1
0,3,,"worker_started",17553921898800,0
0,3,3,"Simulated Job (6ms)",17553921903000,4
0,3,3,"Simulated Job (6ms)",17553943398200,5
0,3,27,"Simulated Job (20ms)",17553943406600,4
0,3,27,"Simulated Job (20ms)",17553975094400,5
0,3,51,"Simulated Job (15ms)",17553975139900,4
0,3,51,"Simulated Job (15ms)",17554006350100,5
0,3,75,"Simulated Job (4ms)",17554006361100,4
0,3,75,"Simulated Job (4ms)",17554021563800,5
0,3,99,"Simulated Job (18ms)",17554021570900,4
0,3,99,"Simulated Job (18ms)",17554051856200,5
0,3,123,"Simulated Job (10ms)",17554051860100,4
0,3,123,"Simulated Job (10ms)",17554066771100,5
0,3,147,"Simulated Job (5ms)",17554066777700,4
0,3,147,"Simulated Job (5ms)",17554081767700,5
0,3,171,"Simulated Job (18ms)",17554081780300,4
0,3,171,"Simulated Job (18ms)",17554113538400,5
0,3,,"worker_sleeping",17554113547800,2
0,3,,"worker_awake",17554129575400,3
0,3,,"worker_exited",17554129579100,1
0,4,,"worker_started",17553922042500,0
0,4,4,"Simulated Job (14ms)",17553922045500,4
0,4,4,"Simulated Job (14ms)",17553943629000,5
0,4,28,"Simulated Job (5ms)",17553943634400,4
0,4,28,"Simulated Job (5ms)",17553959620200,5
