archetype,worker,handle,label,time,type
0,0,,"worker_started",17551860991400,0
0,0,0,"Simulated Job (13ms)",17551861069600,4
0,0,0,"Simulated Job (13ms)",17551886723800,5
0,0,24,"Simulated Job (7ms)",17551886730700,4
0,0,24,"Simulated Job (7ms)",17551901734700,5
0,0,48,"Simulated Job (8ms)",17551901742800,4
0,0,48,"Simulated Job (8ms)",17551916697800,5
0,0,72,"Simulated Job (10ms)",17551916710000,4
0,0,72,"Simulated Job (10ms)",17551931900500,5
0,0,96,"Simulated Job (3ms)",17551931904100,4
0,0,96,"Simulated Job (3ms)",17551947927700,5
0,0,120,"Simulated Job (15ms)",17551947936200,4
0,0,120,"Simulated Job (15ms)",17551963540200,5
0,0,144,"Simulated Job (4ms)",17551963546500,4
0,0,144,"Simulated Job (4ms)",17551979138100,5
0,0,168,"Simulated Job (14ms)",17551979147800,4
0,0,168,"Simulated Job (14ms)",17551994200800,5
0,0,,"worker_sleeping",17551994204700,2
0,0,,"worker_awake",17552056493100,3
0,0,,"worker_exited",17552056496900,1
0,1,,"worker_started",17551861085400,0
0,1,1,"Simulated Job (3ms)",17551861092000,4
0,1,1,"Simulated Job (3ms)",17551870900800,5
0,1,25,"Simulated Job (7ms)",17551870912300,4
0,1,25,"Simulated Job (7ms)",17551886840500,5
0,1,49,"Simulated Job (3ms)",17551886846800,4
0,1,49,"Simulated Job (3ms)",17551901692800,5
0,1,73,"Simulated Job (20ms)",17551901702000,4
0,1,73,"Simulated Job (20ms)",17551931952000,5
0,1,97,"Simulated Job (12ms)",17551931960200,4
0,1,97,"Simulated Job (12ms)",17551947907300,5
0,1,121,"Simulated Job (16ms)",17551947914400,4
0,1,121,"Simulated Job (16ms)",17551979097500,5
0,1,145,"Simulated Job (11ms)",17551979105700,4
0,1,145,"Simulated Job (11ms)",17551994120300,5
0,1,169,"Simulated Job (19ms)",17551994130700,4
0,1,169,"Simulated Job (19ms)",17552025239800,5
0,1,,"worker_sleeping",17552025248000,2
0,1,,"worker_awake",17552056496700,3
0,1,,"worker_exited",17552056501100,1
0,2,,"worker_started",17551861121700,0
0,2,2,"Simulated Job (15ms)",17551861127100,4
0,2,2,"Simulated Job (15ms)",17551886594100,5
0,2,26,"Simulated Job (17ms)",17551886600500,4
0,2,26,"Simulated Job (17ms)",17551916667000,5
0,2,50,"Simulated Job (19ms)",17551916679800,4
0,2,50,"Simulated Job (19ms)",17551947837600,5
0,2,74,"Simulated Job (12ms)",17551947860900,4
0,2,74,"Simulated Job (12ms)",17551963573800,5
0,2,98,"Simulated Job (1ms)",17551963580600,4
0,2,98,"Simulated Job (1ms)",17551979062100,5
0,2,122,"Simulated Job (18ms)",17551979079800,4
0,2,122,"Simulated Job (18ms)",17552009724300,5
0,2,146,"Simulated Job (20ms)",17552009735900,4
0,2,146,"Simulated Job (20ms)",17552040399100,5
0,2,170,"Simulated Job (14ms)",17552040404300,4
0,2,170,"Simulated Job (14ms)",17552056593400,5
0,2,,"worker_exited",17552056612600,1
0,3,,"worker_started",17551861149400,0
0,3,3,"Simulated Job (6ms)",17551861152500,4
0,3,3,"Simulated Job (6ms)",17551870934100,5
0,3,27,"Simulated Job (14ms)",17551870941600,4
0,3,27,"Simulated Job (14ms)",17551886611100,5
0,3,51,"Simulated Job (14ms)",17551886624400,4
0,3,51,"Simulated Job (14ms)",17551901707100,5
0,3,75,"Simulated Job (7ms)",17551901716100,4
0,3,75,"Simulated Job (7ms)",17551916947600,5
0,3,99,"Simulated Job (5ms)",17551916951200,4
0,3,99,"Simulated Job (5ms)",17551931786900,5
0,3,123,"Simulated Job (4ms)",17551931800500,4
0,3,123,"Simulated Job (4ms)",17551947841000,5
0,3,147,"Simulated Job (7ms)",17551947849100,4
0,3,147,"Simulated Job (7ms)",17551963444800,5
0,3,171,"Simulated Job (9ms)",17551963454200,4
0,3,171,"Simulated Job (9ms)",17551979260700,5
0,3,,"worker_sleeping",17551979265500,2
0,3,,"worker_awake",17552056499800,3
0,3,,"worker_exited",17552056505600,1
0,4,,"worker_started",17551861253100,0
0,4,4,"Simulated Job (5ms)",17551861256500,4
0,4,4,"Simulated Job (5ms)",17551870908300,5
0,4,28,"Simulated Job (1ms)",17551870919800,4
0,4,28,"Simulated Job (1ms)",17551886559200,5
0,4,52,"Simulated Job (1ms)",17551886570900,4
0,4,52,"Simulated Job (1ms)",17551901653600,5
0,4,76,"Simulated Job (10ms)",17551901668900,4
0,4,76,"Simulated Job (10ms)",17551916779800,5
0,4,100,"Simulated Job (2ms)",17551916789500,4
0,4,100,"Simulated Job (2ms)",17551931966900,5
0,4,124,"Simulated Job (4ms)",17551931970400,4
0,4,124,"Simulated Job (4ms)",17551947867600,5
0,4,148,"Simulated Job (6ms)",17551947876500,4
0,4,148,"Simulated Job (6ms)",17551963382700,5
0,4,172,"Simulated Job (5ms)",17551963393300,4
0,4,172,"Simulated Job (5ms)",17551979173000,5
0,4,,"worker_sleeping",17551979178300,2
0,4,,"worker_awake",17552056516600,3
0,4,,"worker_exited",17552056522500,1
0,5,,"worker_started",17551861302400,0
0,5,5,"Simulated Job (12ms)",17551861306300,4
0,5,5,"Simulated Job (12ms)",17551886583200,5
0,5,29,"Simulated Job (12ms)",17551886592700,4
0,5,29,"Simulated Job (12ms)",17551901600300,5
0,5,53,"Simulated Job (7ms)",17551901611500,4
0,5,53,"Simulated Job (7ms)",17551916967500,5
0,5,77,"Simulated Job (1ms)",17551916977400,4
0,5,77,"Simulated Job (1ms)",17551931855000,5
0,5,101,"Simulated Job (10ms)",17551931862100,4
0,5,101,"Simulated Job (10ms)",17551947901400,5
0,5,125,"Simulated Job (10ms)",17551947907900,4
