archetype,worker,handle,label,time,type
0,0,,"worker_started",17553113021300,0
0,0,0,"Simulated Job (1ms)",17553113027800,4
0,0,0,"Simulated Job (1ms)",17553115058000,5
0,0,24,"Simulated Job (3ms)",17553115064600,4
0,0,24,"Simulated Job (3ms)",17553118577200,5
0,0,48,"Simulated Job (15ms)",17553118585100,4
0,0,48,"Simulated Job (15ms)",17553134141700,5
0,0,72,"Simulated Job (8ms)",17553134158200,4
0,0,72,"Simulated Job (8ms)",17553149662800,5
0,0,96,"Simulated Job (12ms)",17553149671400,4
0,0,96,"Simulated Job (12ms)",17553165339500,5
0,0,120,"Simulated Job (14ms)",17553165345000,4
0,0,120,"Simulated Job (14ms)",17553180748400,5
0,0,144,"Simulated Job (13ms)",17553180755400,4
0,0,144,"Simulated Job (13ms)",17553196421000,5
0,0,168,"Simulated Job (11ms)",17553196424900,4
0,0,168,"Simulated Job (11ms)",17553211653700,5
0,0,,"worker_sleeping",17553211657700,2
0,0,,"worker_awake",17553289124100,3
0,0,,"worker_exited",17553289144200,1
0,1,,"worker_started",17553113180900,0
0,1,1,"Simulated Job (12ms)",17553113186200,4
0,1,1,"Simulated Job (12ms)",17553134213400,5
0,1,25,"Simulated Job (3ms)",17553134222100,4
0,1,25,"Simulated Job (3ms)",17553149600500,5
0,1,49,"Simulated Job (6ms)",17553149624900,4
0,1,49,"Simulated Job (6ms)",17553165295800,5
0,1,73,"Simulated Job (15ms)",17553165302600,4
0,1,73,"Simulated Job (15ms)",17553180913300,5
0,1,97,"Simulated Job (10ms)",17553180920900,4
0,1,97,"Simulated Job (10ms)",17553196396300,5
0,1,121,"Simulated Job (5ms)",17553196400600,4
0,1,121,"Simulated Job (5ms)",17553211529700,5
0,1,145,"Simulated Job (19ms)",17553211540600,4
0,1,145,"Simulated Job (19ms)",17553241766300,5
0,1,169,"Simulated Job (12ms)",17553241770100,4
0,1,169,"Simulated Job (12ms)",17553257861500,5
0,1,,"worker_sleeping",17553257867100,2
0,1,,"worker_awake",17553289124500,3
0,1,,"worker_exited",17553289139600,1
0,2,,"worker_started",17553113325200,0
0,2,2,"Simulated Job (19ms)",17553113328800,4
0,2,2,"Simulated Job (19ms)",17553134314800,5
0,2,26,"Simulated Job (12ms)",17553134320000,4
0,2,26,"Simulated Job (12ms)",17553149795200,5
0,2,50,"Simulated Job (16ms)",17553149803900,4
0,2,50,"Simulated Job (16ms)",17553180939300,5
0,2,74,"Simulated Job (12ms)",17553180946400,4
0,2,74,"Simulated Job (12ms)",17553196369800,5
0,2,98,"Simulated Job (20ms)",17553196376500,4
0,2,98,"Simulated Job (20ms)",17553226608700,5
0,2,122,"Simulated Job (7ms)",17553226616600,4
0,2,122,"Simulated Job (7ms)",17553241792700,5
0,2,146,"Simulated Job (16ms)",17553241797900,4
